gene	OMIMG	Disease	OMIMP	Inheritance
SPAG5	615562			
SPAG6	605730			
SPAG7	610056			
SPAG8	605731			
SPAG9	605430			
SPAM1	600930			
SPANXA1	300305			
SPANXA2	300493			
SPANXB1	300669			
SPANXC	300330			
SPANXD	300670			
SPANXN1	300664			
SPANXN2	300665			
SPANXN3	300666			
SPANXN4	300667			
SPANXN5	300668			
SPARC	182120	Osteogenesis imperfecta, type XVII	616507	AR
SPARCL1	606041			
SPART	607111	Troyer syndrome	275900	AR
SPAST	604277	Spastic paraplegia 4, autosomal dominant	182601	AD
SPATA12	609869			
SPATA13	613324			
SPATA16	609856	?Spermatogenic failure 6	102530	AR
SPATA17	611032			
SPATA18	612814			
SPATA19	609805			
SPATA2	607662			
SPATA20	613939			
SPATA22	617673			
SPATA25	618936			
SPATA3	619857			
SPATA31A7	616584			
SPATA33	615409			
SPATA4	609879			
SPATA46	617257			
SPATA5	613940	Neurodevelopmental disorder with hearing loss, seizures, and brain abnormalities	616577	AR
SPATA5L1	619578	Deafness, autosomal recessive 119; Neurodevelopmental disorder with hearing loss and spasticity	619615; 619616	AR
SPATA6	613947			
SPATA7	609868	Leber congenital amaurosis 3; Retinitis pigmentosa 94, variable age at onset, autosomal recessive	604232; 604232	AR
SPATA8	613948			
SPATA9	608039			
SPATC1	610874			
SPATC1L	612412			
SPATS2	611667			
SPATS2L	613817			
SPC24	609394			
SPC25	609395			
SPCS1	610358			
SPCS2	619411			
SPCS3	618854			
SPDEF	608144			
SPDL1	616401			
SPDYA	614029			
SPDYC	614030			
SPDYE1	617623			
SPDYE2	617624			
SPDYE3	617625			
SPDYE4	617628			
SPECC1	608793			
SPECC1L	614140	Teebi hypertelorism syndrome 1; ?Facial clefting, oblique, 1	145420; 600251	AD
SPEF1	610674			
SPEF2	610172	Spermatogenic failure 43	618751	AR
SPEG	615950	Centronuclear myopathy 5	615959	AR
SPEM1	615116			
SPEN	613484	Radio-Tartaglia syndrome	619312	AD
SPESP1	609399			
SPG11	610844	Amyotrophic lateral sclerosis 5, juvenile; Charcot-Marie-Tooth disease, axonal, type 2X; Spastic paraplegia 11, autosomal recessive	602099; 616668; 604360	AR
SPG21	608181	Mast syndrome	248900	AR
SPG7	602783	Spastic paraplegia 7, autosomal recessive	607259	AR, AD
SPHK1	603730			
SPHK2	607092			
SPHKAP	611646			
SPI1	165170	Agammaglobulinemia 10, autosomal dominant	619707	AD
SPIB	606802			
SPIC	612568			
SPICE1	613447			
SPIDR	615384	Ovarian dysgenesis 9	619665	AR
SPIN1	609936			
SPIN2A	300621			
SPIN2B	300517			
SPINK1	167790	Tropical calcific pancreatitis; Pancreatitis, hereditary; {Fibrocalculous pancreatic diabetes, susceptibility to}	608189; 167800; 608189	AD; AR, AD
SPINK13	615205			
SPINK2	605753	?Spermatogenic failure 29	618091	AR
SPINK4	613929			
SPINK5	605010	Netherton syndrome	256500	AR
SPINK6	615868			
SPINK7	617288			
SPINK9	613511			
SPINT1	605123			
SPINT2	605124	Diarrhea 3, secretory sodium, congenital, syndromic	270420	AR
SPINT3	613941			
SPINT4	619430			
SPIRE1	609216			
SPIRE2	609217			
SPN	182160			
SPNS1	612583			
SPNS2	612584	?Deafness, autosomal recessive 115	618457	AR
SPNS3	611701			
SPO11	605114			
SPOCD1	619038			
SPOCK1	602264			
SPOCK2	607988			
SPOCK3	607989			
SPON1	604989			
SPON2	605918			
SPOP	602650	Nabais Sa-de Vries syndrome, type 1; Nabais Sa-de Vries syndrome, type 2	618828; 618829	AD
SPOUT1	617614			
SPP1	166490			
SPP2	602637			
SPPL2A	608238	Immunodeficiency 86, mycobacteriosis	619549	AR
SPPL2B	608239			
SPPL2C	608284			
SPPL3	608240			
SPR	182125	Dystonia, dopa-responsive, due to sepiapterin reductase deficiency	612716	?AD, AR
SPRED1	609291	Legius syndrome	611431	AD
SPRED2	609292	Noonan syndrome 14	619745	AR
SPRED3	609293			
SPRN	610447			
SPRR1A	182265			
SPRR1B	182266			
SPRR2A	182267			
SPRR2B	182268			
SPRR2D	617587			
SPRR2E	617588			
SPRR2F	617589			
SPRR2G	617590			
SPRR3	182271			
SPRR4	616363			
SPRTN	616086	Ruijs-Aalfs syndrome	616200	AR
SPRY1	602465			
SPRY2	602466	{?IgA nephropathy, susceptibility to, 3}	616818	AD
SPRY3	300531			
SPRY4	607984	Hypogonadotropic hypogonadism 17 with or without anosmia	615266	AD
SPRY4-IT1	617617			
SPRYD7	607866			
SPSB1	611657			
SPSB2	611658			
SPSB3	611659			
SPSB4	611660			
SPTA1	182860	Spherocytosis, type 3; Elliptocytosis-2; Pyropoikilocytosis	270970; 130600; 266140	AR; AD
SPTAN1	182810	Developmental and epileptic encephalopathy 5	613477	AD
SPTB	182870	Anemia, neonatal hemolytic, fatal or near-fatal; Elliptocytosis-3; Spherocytosis, type 2	617948; 617948; 616649	AD
SPTBN1	182790	Developmental delay, impaired speech, and behavioral abnormalities	619475	AD
SPTBN2	604985	Spinocerebellar ataxia 5; Spinocerebellar ataxia, autosomal recessive 14	600224; 615386	AR; AD
SPTBN4	606214	Neurodevelopmental disorder with hypotonia, neuropathy, and deafness	617519	AR
SPTBN5	605916			
SPTLC1	605712	Neuropathy, hereditary sensory and autonomic, type IA	162400	AD
SPTLC2	605713	Neuropathy, hereditary sensory and autonomic, type IC	613640	AD
SPTLC3	611120			
SPTSSA	613540			
SPTSSB	610412			
SPX	619246			
SPZ1	618068			
SQLE	602019			
SQOR	617658	Sulfide:quinone oxidoreductase deficiency	619221	AR
SQSTM1	601530	Neurodegeneration with ataxia, dystonia, and gaze palsy, childhood-onset; Frontotemporal dementia and/or amyotrophic lateral sclerosis 3; Myopathy, distal, with rimmed vacuoles; Paget disease of bone 3	617145; 616437; 617158; 167250	AR; AD
SRA1	603819			
SRARP	619448			
SRC	190090	?Thrombocytopenia 6; Colon cancer, advanced, somatic	616937; 114500	AD
SRCAP	611421	Developmental delay, hypotonia, musculoskeletal defects, and behavioral abnormalities; Floating-Harbor syndrome	619595; 136140	AD
SRCIN1	610786			
SRD5A1	184753			
SRD5A2	607306	Pseudovaginal perineoscrotal hypospadias	264600	AR
SRD5A3	611715	Kahrizi syndrome; Congenital disorder of glycosylation, type Iq	612713; 612379	AR
SREBF1	184756	Ichthyosis, follicular, with atrichia and photophobia syndrome 2; Mucoepithelial dysplasia, hereditary	619016; 158310	AD
SREBF2	600481			
SREK1	609268			
SRF	600589			
SRFBP1	610479			
SRGAP1	606523	{Thyroid cancer, nonmedullary, 2}	188470	Somatic mutation, AD
SRGAP2	606524			
SRGAP2B	614703			
SRGAP2C	614704			
SRGAP2D	614705			
SRGAP3	606525			
SRGN	177040			
SRI	182520			
SRL	604992			
SRM	182891			
SRMS	617797			
SRP14	600708			
SRP19	182175			
SRP54	604857	Neutropenia, severe congenital, 8, autosomal dominant	618752	AD
SRP68	604858			
SRP72	602122	Bone marrow failure syndrome 1	614675	AD
SRP9	600707			
SRPK1	601939			
SRPK2	602980			
SRPK3	301002			
SRPRA	182180			
SRPRB	616883			
SRPX	300187			
SRPX2	300642	?Rolandic epilepsy, impaired intellectual development, and speech dyspraxia	300643	
SRR	606477			
SRRD	602254			
SRRM1	605975			
SRRM2	606032			
SRRM4	613103			
SRRT	614469			
SRSF1	600812			
SRSF10	605221			
SRSF11	602010			
SRSF2	600813			
SRSF3	603364			
SRSF4	601940			
SRSF5	600914			
SRSF6	601944			
SRSF7	600572			
SRSF8	603269			
SRSF9	601943			
SRXN1	617583			
SRY	480000	46XY sex reversal 1; 46XX sex reversal 1	400044; 400045	Y-linked; XLD
SS18	600192	Sarcoma, synovial		
SS18L1	606472			
SS18L2	606473			
SSB	109090			
SSBP1	600439	Optic atrophy 13 with retinal and foveal abnormalities	165510	AD
SSBP2	607389			
SSBP3	607390			
SSBP4	607391			
SSC4D	607639			
SSC5D	618194			
SSH1	606778			
SSH2	606779			
SSH3	606780			
SSNA1	610882			
SSPN	601599			
SSPOP	617356			
SSR1	600868			
SSR2	600867			
SSR3	606213			
SSR4	300090	Congenital disorder of glycosylation, type Iy	300934	XLR
SSRP1	604328			
SST	182450			
SSTR1	182451			
SSTR2	182452			
SSTR3	182453			
SSTR4	182454			
SSTR5	182455			
SSU72	617680			
SSUH2	617479			
SSX1	312820	?Sarcoma, synovial	300813	
SSX2	300192	?Sarcoma, synovial	300813	
SSX2IP	608690			
SSX3	300325			
SSX4	300326			
SSX5	300327			
SSX6P	300541			
SSX7	300542			
SSX8P	300543			
SSX9P	300544			
ST13	606796			
ST14	606797	Ichthyosis, congenital, autosomal recessive 11	602400	AR
ST18	617155			
ST3GAL1	607187			
ST3GAL2	607188			
ST3GAL3	606494	Developmental and epileptic encephalopathy 15; Intellectual developmental disorder, autosomal recessive 12	615006; 611090	AR
ST3GAL4	104240			
ST3GAL5	604402	Salt and pepper developmental regression syndrome	609056	AR
ST3GAL6	607156			
ST6GAL1	109675			
ST6GAL2	608472			
ST6GALNAC1	610138			
ST6GALNAC2	610137			
ST6GALNAC3	610133			
ST6GALNAC4	606378			
ST6GALNAC5	610134			
ST6GALNAC6	610135			
ST7	600833			
ST7L	617640			
ST8SIA1	601123			
ST8SIA2	602546			
ST8SIA3	609478			
ST8SIA4	602547			
ST8SIA5	607162			
ST8SIA6	610139			
STAB1	608560			
STAB2	608561			
STAC	602317			
STAC3	615521	Myopathy, congenital, Baily-Bloch	255995	AR
STAG1	604358	Intellectual developmental disorder, autosomal dominant 47	617635	AD
STAG2	300826	Holoprosencephaly 13, X-linked; Mullegama-Klein-Martinez syndrome	301043; 301022	XLR, XLD; X-linked
STAG3	608489	Spermatogenic failure 61; Premature ovarian failure 8	619672; 615723	AR
STAM	601899			
STAM2	606244			
STAMBP	606247	Microcephaly-capillary malformation syndrome	614261	AR
STAMBPL1	612352			
STAP1	604298			
STAP2	607881			
STAR	600617	Lipoid adrenal hyperplasia	201710	AR
STARD10	617382			
STARD13	609866			
STARD3	607048			
STARD3NL	611759			
STARD4	607049			
STARD5	607050			
STARD6	607051			
STARD7	616712	Epilepsy, familial adult myoclonic, 2	607876	AD
STARD8	300689			
STARD9	614642			
STAT1	600555	Immunodeficiency 31C, chronic mucocutaneous candidiasis, autosomal dominant; Immunodeficiency 31A, mycobacteriosis, autosomal dominant; Immunodeficiency 31B, mycobacterial and viral infections, autosomal recessive	614162; 614892; 613796	AR; AD
STAT2	600556	Pseudo-TORCH syndrome 3; Immunodeficiency 44	618886; 616636	AR
STAT3	102582	Hyper-IgE recurrent infection syndrome; Autoimmune disease, multisystem, infantile-onset, 1	147060; 615952	AD
STAT4	600558	{Systemic lupus erythematosus, susceptibility to, 11}	612253	
STAT5A	601511			
STAT5B	604260	Growth hormone insensitivity with immune dysregulation 1, autosomal recessive; Growth hormone insensitivity with immune dysregulation 2, autosomal dominant; Leukemia, acute promyelocytic, somatic	245590; 618985; 102578	AR; AD
STAT6	601512			
STATH	184470			
STAU1	601716			
STAU2	605920			
STBD1	607406			
STC1	601185			
STC2	603665			
STEAP1	604415			
STEAP2	605094			
STEAP3	609671	?Anemia, hypochromic microcytic, with iron overload 2	615234	AD
STEAP4	611098			
STEEP1	301012	?Intellectual developmental disorder, X-linked 107	301013	X-linked
STH	607067			
STIL	181590	Microcephaly 7, primary, autosomal recessive	612703	AR
STIM1	605921	Myopathy, tubular aggregate, 1; Stormorken syndrome; Immunodeficiency 10	160565; 185070; 612783	AR; AD
STIM2	610841			
STIMATE	617189			
STING1	612374	STING-associated vasculopathy, infantile-onset	615934	AD
STIP1	605063			
STK10	603919			
STK11	602216	Melanoma, malignant, somatic; Pancreatic cancer, somatic; Peutz-Jeghers syndrome; Testicular tumor, somatic	155600; 260350; 175200; 273300	AD
STK11IP	607172			
STK16	604719			
STK17A	604726			
STK17B	604727			
STK19	604977			
STK24	604984			
STK25	602255			
STK26	300547			
STK3	605030			
STK31	605790			
STK33	607670			
STK35	609370			
STK36	607652	?Ciliary dyskinesia, primary, 46	619436	AR
STK38	606964			
STK38L	615836			
STK39	607648			
STK4	604965	T-cell immunodeficiency, recurrent infections, autoimmunity, and cardiac malformations	614868	
STK40	609437			
STKLD1	618530			
STMN1	151442			
STMN2	600621			
STMN3	608362			
STMP1	618755			
STN1	613128	Cerebroretinal microangiopathy with calcifications and cysts 2	617341	AR
STOM	133090			
STOML1	608326			
STOML2	608292			
STOML3	608327			
STON1	605357			
STON2	608467			
STOX1	609397	Preeclampsia/eclampsia 4	609404	AD
STOX2	617359			
STPG1	615826			
STRA6	610745	Microphthalmia, syndromic 9; Microphthalmia, isolated, with coloboma 8	601186; 601186	AR
STRA8	609987			
STRADA	608626	Polyhydramnios, megalencephaly, and symptomatic epilepsy	611087	AR
STRADB	607333			
STRAP	605986			
STRBP	611138			
STRC	606440	Deafness, autosomal recessive 16	603720	AR
STRIP1	617918			
STRIP2	617919			
STRIT1	616891			
STRN	614765			
STRN3	614766			
STRN4	614767			
STS	300747	Ichthyosis, X-linked	308100	XLR
STT3A	601134	Congenital disorder of glycosylation, type Iw, autosomal dominant; Congenital disorder of glycosylation, type Iw, autosomal recessive	619714; 615596	AR; AD
STT3B	608605	Congenital disorder of glycosylation, type Ix	615597	AR
STUB1	607207	Spinocerebellar ataxia 48; Spinocerebellar ataxia, autosomal recessive 16	618093; 615768	AR; AD
STX10	603765			
STX11	605014	Hemophagocytic lymphohistiocytosis, familial, 4	603552	AR
STX12	606892			
STX16	603666	Pseudohypoparathyroidism, type IB	603233	AD
STX17	604204			
STX18	606046			
STX1A	186590			
STX1B	601485	Generalized epilepsy with febrile seizures plus, type 9	616172	AD
STX2	132350			
STX3	600876	Retinal dystrophy and microvillus inclusion disease; Diarrhea 12, with microvillus atrophy	619446; 619445	AR
STX4	186591			
STX5	603189			
STX6	603944			
STX7	603217			
STX8	604203			
STXBP1	602926	Developmental and epileptic encephalopathy 4	612164	AR, AD
STXBP2	601717	Hemophagocytic lymphohistiocytosis, familial, 5, with or without microvillus inclusion disease	613101	AR
STXBP3	608339			
STXBP4	610415			
STXBP5	604586			
STXBP5L	609381			
STXBP6	607958			
STYK1	611433			
STYX	615814			
STYXL1	616695			
SUB1	600503			
SUCLA2	603921	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)	612073	AR
SUCLG1	611224	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)	245400	AR
SUCLG2	603922			
SUCNR1	606381			
SUCO	619434			
SUDS3	608250			
SUFU	607035	{Meningioma, familial, susceptibility to}; Joubert syndrome 32; Basal cell nevus syndrome; {Medulloblastoma}	607174; 617757; 109400; 155255	AR; AD; Somatic mutation, AR, AD
SUGCT	609187	Glutaric aciduria III	231690	AR
SUGP1	607992			
SUGP2	607993			
SUGT1	604098			
SULF1	610012			
SULF2	610013			
SULT1A1	171150			
SULT1A2	601292			
SULT1A3	600641			
SULT1A4	615819			
SULT1B1	608436			
SULT1C2	602385			
SULT1C3	617151			
SULT1C4	608357			
SULT1E1	600043			
SULT2A1	125263			
SULT2B1	604125	Ichthyosis, congenital, autosomal recessive 14	617571	AR
SULT4A1	608359			
SULT6B1	617152			
SUMF1	607939	Multiple sulfatase deficiency	272200	AR
SUMF2	607940			
SUMO1	601912	?Orofacial cleft 10	613705	Isolated cases
SUMO2	603042			
SUMO3	602231			
SUMO4	608829	{Diabetes mellitus, insulin-dependent, 5}	600320	
SUN1	607723			
SUN2	613569			
SUN3	618984			
SUN5	613942	Spermatogenic failure 16	617187	AR
SUOX	606887	Sulfite oxidase deficiency	272300	AR
SUPT16H	605012	Neurodevelopmental disorder with dysmorphic facies and thin corpus callosum	619480	AD
SUPT20H	613417			
SUPT3H	602947			
SUPT4H1	603555			
SUPT5H	602102			
SUPT6H	601333			
SUPT7L	612762			
SUPV3L1	605122			
SURF1	185620	Charcot-Marie-Tooth disease, type 4K; Mitochondrial complex IV deficiency, nuclear type 1	616684; 220110	AR
SURF2	185630			
SURF4	185660			
SURF6	185642			
SUSD2	615825			
SUSD3	616429			
SUSD4	615827			
SUSD5	619917			
SUSD6	616761			
SUV39H1	300254			
SUV39H2	606503			
SUZ12	606245	Imagawa-Matsumoto syndrome	618786	AD
SV2A	185860			
SV2B	185861			
SV2C	610291			
SVBP	617853	Neurodevelopmental disorder with ataxia, hypotonia, and microcephaly	618569	AR
SVEP1	611691			
SVIL	604126	Myofibrillar myopathy 10	619040	AR
SVOP	611699			
SVOPL	611700			
SWAP70	604762			
SWI5	616528			
SWSAP1	614536			
SWT1	619513			
SYBU	611568			
SYCE1	611486	?Spermatogenic failure 15; ?Premature ovarian failure 12	616950; 616947	AR
SYCE1L	619954			
SYCE2	611487			
SYCE3	615775			
SYCP1	602162			
SYCP2	604105	Spermatogenic failure 1	258150	AD
SYCP2L	616799			
SYCP3	604759	Pregnancy loss, recurrent, 4; Spermatogenic failure 4	270960; 270960	AD
SYDE1	617377			
SYF2	607090			
SYK	600085	Immunodeficiency 82 with systemic inflammation	619381	AD
SYMPK	602388			
SYN1	313440	Epilepsy, X-linked 1, with variable learning disabilities and behavior disorders; Intellectual developmental disorder, X-linked 50	300491; 300115	X-linked
SYN2	600755	{Schizophrenia, susceptibility to}	181500	AD
SYN3	602705			
SYNC	611750			
SYNCRIP	616686			
SYNDIG1	614311			
SYNDIG1L	609999			
SYNE1	608441	Arthrogryposis multiplex congenita 3, myogenic type; Emery-Dreifuss muscular dystrophy 4, autosomal dominant; Spinocerebellar ataxia, autosomal recessive 8	618484; 612998; 610743	AR; AD
SYNE2	608442	Emery-Dreifuss muscular dystrophy 5, autosomal dominant	612999	AD
SYNE3	610861			
SYNE4	615535	Deafness, autosomal recessive 76	615540	AR
SYNGAP1	603384	Intellectual developmental disorder, autosomal dominant 5	612621	AD
SYNGR1	603925			
SYNGR2	603926			
SYNGR3	603927			
SYNGR4	608373			
SYNJ1	604297	Parkinson disease 20, early-onset; Developmental and epileptic encephalopathy 53	615530; 617389	AR
SYNJ2	609410			
SYNJ2BP	609411			
SYNM	606087			
SYNPO	608155			
SYNRG	607291			
SYP	313475	Intellectual developmental disorder, X-linked 96	300802	XLR
SYPL1	616665			
SYS1	612979			
SYT1	185605	Baker-Gordon syndrome	618218	AD
SYT11	608741			
SYT12	606436			
SYT13	607716			
SYT14	610949	?Spinocerebellar ataxia, autosomal recessive 11	614229	AR
SYT14P1	610892			
SYT15	608081			
SYT16	610950			
SYT2	600104	Myasthenic syndrome, congenital, 7A, presynaptic, and distal motor neuropathy, autosomal dominant; Myasthenic syndrome, congenital, 7B, presynaptic, autosomal recessive	616040; 619461	AR; AD
SYT3	600327			
SYT4	600103			
SYT5	600782			
SYT6	607718			
SYT7	604146			
SYT8	607719			
SYT9	613528			
SYTL1	608042			
SYTL2	612880			
SYTL4	300723			
SYVN1	608046			
SZT2	615463	Developmental and epileptic encephalopathy 18	615476	AR
TAAR1	609333			
TAAR2	604849			
TAAR5	607405			
TAAR6	608923			
TAAR8	606927			
TAAR9	608282			
TAB1	602615			
TAB2	605101	Congenital heart defects, nonsyndromic, 2	614980	AD
TAB3	300480			
TAC1	162320			
TAC3	162330	Hypogonadotropic hypogonadism 10 with or without anosmia	614839	AR
TAC4	607833			
TACC1	605301			
TACC2	605302			
TACC3	605303			
TACO1	612958	Mitochondrial complex IV deficiency, nuclear type 8	619052	AR
TACR1	162323			
TACR2	162321			
TACR3	162332	Hypogonadotropic hypogonadism 11 with or without anosmia	614840	AR
TACSTD2	137290	Corneal dystrophy, gelatinous drop-like	204870	AR
TADA1	612763			
TADA2A	602276			
TADA2B	608790			
TADA3	602945			
TAF1	313650	Intellectual developmental disorder, X-linked syndromic 33; Dystonia-Parkinsonism, X-linked	300966; 314250	XLR
TAF10	600475			
TAF11	600772			
TAF12	600773			
TAF13	600774	Intellectual developmental disorder, autosomal recessive 60	617432	AR
TAF15	601574	Chondrosarcoma, extraskeletal myxoid	612237	
TAF1A	604903			
TAF1B	604904			
TAF1C	604905			
TAF1D	612823			
TAF1L	607798			
TAF2	604912	Intellectual developmental disorder, autosomal recessive 40	615599	AR
TAF3	606576			
TAF4	601796			
TAF4B	601689	?Spermatogenic failure 13	615841	AR
TAF5	601787			
TAF6	602955	Alazami-Yuan syndrome	617126	AR
TAF6L	602946			
TAF7	600573			
TAF7L	300314			
TAF8	609514	Neurodevelopmental disorder with severe motor impairment, absent language, cerebral hypomyelination, and brain atrophy	619972	AR
TAF9	600822			
TAF9B	300754			
TAFA1	617495			
TAFA2	617496			
TAFA3	617497			
TAFA4	617498			
TAFA5	617499			
TAFAZZIN	300394	Barth syndrome	302060	XLR
TAGAP	609667			
TAGLN	600818			
TAGLN2	604634			
TAGLN3	607953			
TAL1	187040	Leukemia, T-cell acute lymphocytic, somatic	613065	
TAL2	186855	Leukemia, T-cell acute lymphocytic, somatic	613065	
TALDO1	602063	Transaldolase deficiency	606003	AR
TAMALIN	612027			
TAMM41	614948	Combined oxidative phosphorylation deficiency 56	620139	
TANC1	611397			
TANC2	615047	Intellectual developmental disorder with autistic features and language delay, with or without seizures	618906	AD
TANGO2	616830	Metabolic encephalomyopathic crises, recurrent, with rhabdomyolysis, cardiac arrhythmias, and neurodegeneration	616878	AR
